pid,block,delays,score,trial_index,trial_time,clicks,n_clicks,stim_i
35,test,[],42.0,26,11646.0,"[12, 11, 4, 3, 7, 8]",6,8
35,test,[],32.0,27,8669.0,"[11, 12, 8, 7, 3, 4]",6,5
35,test,[],40.0,28,18564.0,"[12, 11, 4, 3, 7, 8, 5, 6, 9, 10]",10,48
35,test,[],40.0,29,18272.0,"[12, 11, 4, 3, 7, 8, 1, 2, 9, 10]",10,35
36,training,"[3, 42]",47.0,0,127119.0,[5],1,7
36,training,[42],12.0,1,60612.0,[],0,2
36,training,[42],-52.0,2,54491.0,[],0,24
36,training,[42],-46.0,3,70121.0,[],0,33
36,training,"[3, 41]",29.0,4,64625.0,[9],1,32
36,training,"[2, 40]",55.0,5,57351.0,[2],1,54
36,training,"[2, 0, 0, 2, 0, 3, 0]",48.0,6,29585.0,"[2, 4, 3, 6, 7, 8]",6,28
36,training,"[2, 0, 0, 2, 2, 2, 0, 7]",7.0,7,38495.0,"[10, 11, 12, 2, 4, 3, 7]",7,5
36,training,"[0, 0, 0, 32]",27.0,8,50033.0,"[7, 11, 4]",3,37
36,training,"[3, 41]",33.0,9,61844.0,[5],1,8
36,test,"[0, 0, 0, 0, 0]",36.0,10,14656.0,"[2, 3, 7, 11]",4,19
36,test,"[0, 0, 0, 0]",57.0,11,12147.0,"[11, 3, 7]",3,47
36,test,"[0, 0]",11.0,12,10222.0,[7],1,40
36,test,"[0, 0, 0, 0]",41.0,13,10144.0,"[7, 4, 12]",3,17
36,test,"[0, 0]",53.0,14,7694.0,[11],1,58
36,test,"[0, 0]",47.0,15,8804.0,[11],1,15
36,test,"[0, 0, 0, 0]",33.0,16,12767.0,"[11, 3, 8]",3,22
36,test,"[0, 0, 0, 0]",51.0,17,10609.0,"[3, 4, 11]",3,51
36,test,"[0, 0, 0]",34.0,18,10616.0,"[11, 8]",2,10
36,test,"[0, 0, 0, 0, 0, 0, 0]",24.0,19,17572.0,"[8, 3, 4, 11, 7, 12]",6,55
36,test,"[0, 0, 0]",50.0,20,9609.0,"[7, 8]",2,44
36,test,"[0, 0, 0, 0]",23.0,21,10840.0,"[8, 4, 11]",3,1
36,test,"[0, 0]",47.0,22,10659.0,[3],1,26
36,test,"[0, 0]",17.0,23,9545.0,[3],1,16
36,test,"[0, 0]",47.0,24,8217.0,[11],1,56
36,test,"[0, 0]",49.0,25,9561.0,[12],1,35
36,test,"[0, 0, 0]",16.0,26,9750.0,"[11, 7]",2,39
36,test,"[0, 0]",51.0,27,8655.0,[3],1,41
36,test,"[0, 0]",29.0,28,8844.0,[4],1,6
36,test,"[0, 0, 0]",42.0,29,10526.0,"[7, 4]",2,29
37,training,"[3, 3, 41]",-62.0,0,61852.0,"[5, 1]",2,30
37,training,"[0, 0, 0, 0]",53.0,1,14332.0,"[4, 7, 12]",3,57
37,training,"[0, 0, 0, 14]",11.0,2,22639.0,"[3, 7, 12]",3,52
37,training,"[0, 0, 0, 0]",45.0,3,8929.0,"[12, 4, 7]",3,59
37,training,"[0, 0, 0, 0, 0, 0]",49.0,4,9855.0,"[11, 12, 4, 7, 8]",5,43
37,training,"[0, 0]",39.0,5,11239.0,[12],1,19
37,training,"[0, 0, 0, 0, 0]",40.0,6,9577.0,"[11, 3, 4, 7]",4,34
37,training,"[0, 0]",53.0,7,9526.0,[4],1,44
37,training,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",26.0,8,17559.0,"[7, 8, 12, 11, 4, 3, 9, 10, 2, 6]",10,38
37,training,"[0, 0, 0]",38.0,9,9824.0,"[12, 11]",2,41
37,test,"[0, 0]",47.0,10,8997.0,[12],1,8
37,test,"[0, 0, 0, 0, 0, 0, 0]",32.0,11,9905.0,"[4, 3, 7, 8, 12, 11]",6,5
37,test,"[0, 0, 0, 0, 0, 0]",51.0,12,8935.0,"[12, 4, 7, 8, 11]",5,4
37,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",18.0,13,20123.0,"[3, 7, 12, 11, 4, 8, 9, 1, 2, 6, 10, 5]",12,11
37,test,"[0, 0, 0]",54.0,14,9264.0,"[12, 4]",2,54
37,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",21.0,15,11642.0,"[11, 12, 8, 7, 3, 4, 10, 6, 2]",9,32
37,test,"[0, 0, 0, 0, 0, 0, 0]",24.0,16,9115.0,"[12, 11, 4, 3, 7, 8]",6,55
37,test,"[0, 0]",47.0,17,8446.0,[3],1,35
37,test,"[0, 0]",53.0,18,13886.0,[11],1,58
37,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",15.0,19,17301.0,"[7, 8, 11, 4, 12, 3, 6, 2, 10, 5, 1]",11,31
37,test,"[0, 0, 0, 0, 0, 0, 0]",24.0,20,9731.0,"[11, 3, 4, 12, 7, 8]",6,45
37,test,"[0, 0, 0, 0]",57.0,21,11408.0,"[3, 7, 12]",3,47
37,test,"[0, 0, 0]",42.0,22,19136.0,"[3, 11]",2,2
37,test,"[0, 0, 0, 0, 0, 0, 0]",30.0,23,9089.0,"[11, 12, 4, 3, 7, 8]",6,10
37,test,"[0, 0]",43.0,24,9395.0,[8],1,29
37,test,"[0, 0, 0, 0, 0]",50.0,25,9525.0,"[3, 7, 8, 11]",4,51
37,test,"[0, 0, 0, 0, 0]",52.0,26,9539.0,"[4, 11, 12, 3]",4,20
37,test,"[0, 0, 0]",52.0,27,12111.0,"[4, 3]",2,21
37,test,"[0, 0, 0]",56.0,28,11356.0,"[7, 3]",2,9
37,test,"[0, 0, 0, 0, 0, 0]",47.0,29,8379.0,"[4, 11, 3, 7, 8]",5,36
38,training,[],18.0,0,57761.0,"[2, 6, 10, 12, 8, 4, 3, 7, 11, 5, 9, 1]",12,32
38,training,[],16.0,1,53065.0,"[1, 5, 9, 6, 2, 10, 8, 4]",8,26
38,training,[],45.0,2,13052.0,"[6, 1, 10, 11, 12, 3, 2, 8, 7]",9,28
38,training,[],13.0,3,14997.0,"[6, 10, 2, 3, 4, 8, 7, 12, 11]",9,14
38,training,[],42.0,4,10374.0,"[5, 9, 11, 10, 3, 2, 7, 6]",8,30
38,training,[],49.0,5,9805.0,"[3, 2, 11, 10, 12, 6, 8]",7,4
38,training,[],18.0,6,26047.0,"[6, 7, 2, 3, 11, 10]",6,24
38,training,[],46.0,7,10542.0,"[8, 6, 7, 3, 2, 4]",6,41
38,training,[],49.0,8,13842.0,"[8, 6, 7]",3,44
38,training,[],44.0,9,9787.0,"[12, 10, 11, 4, 2, 3, 6, 7]",8,50
38,test,[],29.0,10,14159.0,"[12, 10, 11, 4, 2, 3, 7, 6, 8]",9,52
38,test,[],21.0,11,9796.0,"[2, 3, 4, 8, 6, 7, 11, 10, 12]",9,45
38,test,[],46.0,12,9878.0,"[2, 4, 3, 10, 11, 12]",6,34
38,test,[],35.0,13,8126.0,"[6, 8, 7, 3, 2, 4, 10, 11, 12]",9,53
38,test,[],42.0,14,10917.0,"[12, 10, 11, 4, 2, 3]",6,7
38,test,[],15.0,15,8670.0,"[8, 6, 7, 12, 10, 11, 2, 3, 4]",9,31
38,test,[],38.0,16,8885.0,"[10, 11, 4, 2, 3, 8, 6, 7]",8,25
38,test,[],27.0,17,10576.0,"[2, 3, 4, 6, 7, 8, 10, 12, 11]",9,10
38,test,[],48.0,18,10395.0,"[10, 12, 2, 3, 6, 7, 8, 4]",8,54
38,test,[],37.0,19,9889.0,"[10, 2, 6, 3, 4, 11, 12]",7,2
38,test,[],28.0,20,10646.0,"[6, 8, 7, 2, 3, 4]",6,8
38,test,[],58.0,21,8745.0,"[10, 12]",2,37
38,test,[],37.0,22,10377.0,"[6, 8, 2, 4, 3, 11, 10]",7,17
38,test,[],33.0,23,9962.0,"[6, 8, 7, 2, 3, 4, 10, 11, 12]",9,46
38,test,[],18.0,24,9941.0,"[6, 8, 2, 4, 3, 11, 10, 12]",8,27
38,test,[],52.0,25,9673.0,"[6, 7, 2, 4, 3, 11, 10, 12]",8,47
38,test,[],48.0,26,9675.0,"[6, 8, 2, 4, 10, 11]",6,58
38,test,[],41.0,27,10037.0,"[6, 7, 2, 3, 10, 11, 12]",7,15
38,test,[],15.0,28,10657.0,"[6, 7, 2, 3, 4, 11, 10, 8, 12]",9,12
38,test,[],41.0,29,10147.0,"[6, 7, 2, 3, 11, 10, 12]",7,56
39,training,[0],-48.0,0,13445.0,[],0,26
39,training,"[0, 0, 0]",54.0,1,12765.0,"[5, 1]",2,42
39,training,"[0, 0, 0, 0]",49.0,2,13167.0,"[1, 9, 5]",3,44
39,training,"[0, 0, 0, 0]",-61.0,3,10470.0,"[5, 1, 9]",3,40
39,training,[0],-30.0,4,9969.0,[],0,39
39,training,"[0, 0, 0, 0]",-25.0,5,7759.0,"[1, 9, 5]",3,27
39,training,[0],24.0,6,9585.0,[],0,15
39,training,"[0, 0, 0, 0]",-15.0,7,10514.0,"[5, 1, 9]",3,28
39,training,[0],-48.0,8,8673.0,[],0,51
39,training,[0],54.0,9,11140.0,[],0,7
39,test,[0],42.0,10,9827.0,[],0,37
39,test,[0],50.0,11,14419.0,[],0,35
39,test,[0],36.0,12,12144.0,[],0,22
39,test,[0],20.0,13,9664.0,[],0,29
39,test,[0],24.0,14,9763.0,[],0,13
39,test,[0],-30.0,15,9288.0,[],0,45
39,test,[0],26.0,16,8820.0,[],0,23
39,test,[0],-18.0,17,8689.0,[],0,38
39,test,[0],34.0,18,9731.0,[],0,17
39,test,[0],20.0,19,9522.0,[],0,1
39,test,[0],22.0,20,8799.0,[],0,25
39,test,[0],24.0,21,8699.0,[],0,49
39,test,[0],40.0,22,9775.0,[],0,41
39,test,[0],-28.0,23,8859.0,[],0,34
39,test,[0],-42.0,24,8590.0,[],0,58
39,test,[0],-12.0,25,9652.0,[],0,0
39,test,[0],-54.0,26,8604.0,[],0,55
39,test,[0],42.0,27,10716.0,[],0,54
39,test,[0],18.0,28,9563.0,[],0,52
39,test,[0],-48.0,29,9540.0,[],0,16
40,training,[],-54.0,0,110741.0,[],0,27
40,training,[],30.0,1,44399.0,[],0,34
40,training,[],-51.0,2,22594.0,"[5, 1, 9]",3,16
40,training,[],-50.0,3,22402.0,"[5, 1]",2,35
40,training,[],-17.0,4,58569.0,"[1, 9, 5]",3,8
40,training,[],9.0,5,68511.0,"[1, 9, 5]",3,26
40,training,[],-44.0,6,34670.0,[],0,1
40,training,[],34.0,7,9533.0,[],0,23
40,training,[],26.0,8,44158.0,[],0,43
40,training,[],22.0,9,10404.0,[],0,25
40,test,[],18.0,10,12114.0,[],0,18
40,test,[],22.0,11,16310.0,"[5, 1]",2,15
40,test,[],45.0,12,18445.0,"[5, 9, 1]",3,7
40,test,[],34.0,13,15688.0,"[1, 5]",2,57
40,test,[],-40.0,14,9565.0,[],0,4
40,test,[],24.0,15,11029.0,[],0,30
40,test,[],21.0,16,17566.0,"[5, 1, 9]",3,53
40,test,[],-43.0,17,19275.0,"[5, 1, 9]",3,20
40,test,[],43.0,18,14727.0,[9],1,17
40,test,[],-13.0,19,10991.0,[5],1,51
40,test,[],-34.0,20,9242.0,[],0,24
40,test,[],-36.0,21,9637.0,[],0,11
40,test,[],-26.0,22,9766.0,[],0,19
40,test,[],-48.0,23,10051.0,[],0,56
40,test,[],54.0,24,10423.0,"[5, 1]",2,33
40,test,[],-13.0,25,9183.0,[1],1,10
40,test,[],55.0,26,8453.0,[9],1,42
40,test,[],21.0,27,14809.0,"[5, 1, 9]",3,13
40,test,[],-32.0,28,13106.0,"[1, 5]",2,52
40,test,[],23.0,29,22146.0,"[1, 5, 9]",3,31
41,training,[0],-34.0,0,15676.0,[],0,25
41,training,"[0, 0, 0, 0, 0]",38.0,1,14568.0,"[1, 5, 3, 2]",4,18
41,training,"[0, 0, 0, 0, 0]",26.0,2,10048.0,"[5, 6, 8, 7]",4,37
41,training,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",18.0,3,17763.0,"[1, 2, 4, 3, 9, 10, 12, 11, 5, 6, 7, 8]",12,32
41,training,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",32.0,4,14232.0,"[5, 6, 7, 8, 1, 2, 3, 4, 9, 10, 11, 12]",12,53
41,training,[0],12.0,5,10118.0,[],0,26
41,training,[0],26.0,6,10354.0,[],0,31
41,training,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",32.0,7,17523.0,"[10, 11, 12, 9, 5, 6, 8, 7, 1, 2, 4, 3]",12,29
41,training,[0],-36.0,8,9974.0,[],0,2
41,training,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",12.0,9,19441.0,"[4, 2, 3, 1, 5, 6, 7, 8, 9, 10, 11, 12]",12,16
41,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",40.0,10,17502.0,"[5, 6, 7, 8, 1, 2, 3, 4, 11, 12, 10, 9]",12,36
41,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",40.0,11,14718.0,"[11, 12, 8, 7, 3, 4, 5, 6, 9, 10]",10,30
41,test,"[0, 0, 0, 0, 0, 0, 0]",50.0,12,10881.0,"[5, 6, 7, 3, 2, 1]",6,20
41,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",22.0,13,14517.0,"[3, 4, 11, 12, 8, 7, 9, 10]",8,45
41,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",30.0,14,13124.0,"[3, 4, 11, 12, 8, 7, 10, 9]",8,6
41,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",28.0,15,11177.0,"[7, 8, 3, 4, 11, 12, 5, 6]",8,10
41,test,"[0, 0, 0, 0]",53.0,16,12297.0,"[4, 2, 1]",3,33
41,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",22.0,17,12152.0,"[4, 11, 12, 8, 7, 3, 9, 10]",8,55
41,test,"[0, 0, 0, 0, 0, 0, 0]",40.0,18,9946.0,"[4, 3, 1, 2, 7, 8]",6,39
41,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",40.0,19,11666.0,"[4, 3, 8, 5, 6, 11, 10, 9]",8,15
41,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",21.0,20,12506.0,"[4, 12, 3, 7, 8, 11, 10, 2, 1]",9,38
41,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",46.0,21,12985.0,"[4, 3, 8, 5, 6, 12, 9, 10]",8,7
41,test,"[0, 0, 0, 0, 0]",52.0,22,13787.0,"[4, 11, 9, 10]",4,42
41,test,"[0, 0, 0, 0]",53.0,23,8893.0,"[11, 9, 10]",3,4
41,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",28.0,24,31444.0,"[11, 12, 7, 8, 3, 4, 1, 2, 9, 10]",10,52
41,test,"[0, 0, 0, 0, 0]",38.0,25,10048.0,"[3, 11, 9, 10]",4,54
41,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",40.0,26,13177.0,"[4, 11, 12, 9, 10, 8, 7, 3]",8,56
41,test,"[0, 0, 0, 0, 0]",48.0,27,10997.0,"[11, 12, 9, 10]",4,49
41,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",46.0,28,11371.0,"[11, 12, 3, 4, 7, 8, 5, 6]",8,43
41,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",46.0,29,10135.0,"[3, 7, 8, 12, 11, 4, 9, 10]",8,58
42,training,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",26.0,0,43388.0,"[9, 10, 11, 12, 5, 6, 7, 8, 1, 3, 2, 4]",12,6
42,training,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",40.0,1,20957.0,"[5, 6, 7, 8, 12, 11, 10, 9]",8,56
42,training,"[0, 0, 0, 0]",57.0,2,12642.0,"[7, 5, 6]",3,22
42,training,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",38.0,3,21370.0,"[7, 6, 5, 8, 1, 2, 4, 3]",8,25
42,training,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",44.0,4,16036.0,"[11, 12, 7, 6, 5, 8, 3, 4, 2, 1]",10,28
42,training,"[0, 0, 0, 0]",57.0,5,11124.0,"[7, 8, 12]",3,37
42,training,"[0, 0, 0, 0, 0, 0, 0]",24.0,6,12060.0,"[12, 11, 4, 3, 7, 8]",6,45
42,training,"[0, 0]",49.0,7,9107.0,[7],1,30
42,training,"[0, 0, 0, 0, 0, 0, 0]",16.0,8,15641.0,"[8, 7, 11, 12, 4, 3]",6,3
42,training,"[0, 0, 0]",52.0,9,9599.0,"[3, 4]",2,44
42,test,"[0, 0, 0, 0, 0, 0]",47.0,10,12408.0,"[3, 4, 11, 12, 7]",5,50
42,test,"[0, 0, 0, 0, 0, 0, 0]",16.0,11,15215.0,"[11, 12, 8, 7, 3, 4]",6,14
42,test,"[0, 0, 0, 0, 0, 0, 0]",18.0,12,10361.0,"[3, 7, 8, 12, 11, 4]",6,12
42,test,"[0, 0, 0]",54.0,13,10174.0,"[4, 11]",2,42
42,test,"[0, 0]",21.0,14,10035.0,[11],1,0
42,test,"[0, 0, 0, 0]",27.0,15,11982.0,"[7, 3, 4]",3,43
42,test,"[0, 0, 0, 0, 0]",38.0,16,10617.0,"[11, 4, 3, 7]",4,49
42,test,"[0, 0, 0, 0, 0, 0]",49.0,17,9213.0,"[4, 3, 7, 8, 11]",5,58
42,test,"[0, 0]",53.0,18,9522.0,[11],1,51
42,test,"[0, 0]",35.0,19,8040.0,[7],1,57
42,test,"[0, 0]",43.0,20,9313.0,[11],1,17
42,test,"[0, 0, 0]",54.0,21,10843.0,"[7, 4]",2,54
42,test,"[0, 0]",47.0,22,9986.0,[8],1,59
42,test,"[0, 0, 0]",52.0,23,9629.0,"[11, 4]",2,21
42,test,"[0, 0, 0, 0, 0]",52.0,24,11587.0,"[4, 7, 8, 11]",4,4
42,test,"[0, 0]",47.0,25,9228.0,[11],1,15
42,test,"[0, 0, 0, 0, 0]",34.0,26,9189.0,"[11, 3, 7, 8]",4,5
42,test,"[0, 0, 0, 0, 0, 0, 0]",40.0,27,11987.0,"[8, 4, 11, 12, 7, 3]",6,39
42,test,"[0, 0, 0, 0, 0]",50.0,28,11013.0,"[3, 4, 7, 8]",4,7
42,test,"[0, 0, 0, 0]",41.0,29,10141.0,"[7, 11, 12]",3,36
43,training,"[0, 0, 0, 0, 0, 0, 0]",40.0,0,24876.0,"[9, 1, 5, 6, 8, 7]",6,25
43,training,"[0, 0, 0, 0, 0, 0, 0]",54.0,1,17110.0,"[9, 11, 12, 4, 1, 2]",6,0
43,training,"[0, 0, 0, 0]",51.0,2,11785.0,"[11, 10, 9]",3,58
43,training,"[0, 0, 0, 0, 0, 0, 0, 0]",51.0,3,13721.0,"[11, 12, 8, 7, 3, 2, 1]",7,23
43,training,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",12.0,4,19175.0,"[8, 7, 3, 4, 11, 12, 5, 6, 1, 2]",10,14
43,training,"[0, 0, 0, 0, 0, 0, 0]",48.0,5,11310.0,"[4, 3, 7, 8, 5, 6]",6,43
43,training,"[0, 0, 0, 0, 0]",34.0,6,12123.0,"[12, 11, 10, 9]",4,6
43,training,"[0, 0, 0, 0, 0, 0]",43.0,7,11041.0,"[11, 12, 8, 6, 5]",5,59
43,training,"[0, 0, 0, 0, 0]",50.0,8,9866.0,"[8, 7, 5, 6]",4,28
43,training,"[0, 0, 0, 0, 0]",52.0,9,11902.0,"[3, 4, 2, 1]",4,33
43,test,"[0, 0, 0, 0, 0, 0, 0, 0]",53.0,10,13646.0,"[12, 11, 4, 3, 7, 5, 6]",7,22
43,test,"[0, 0, 0, 0, 0]",48.0,11,10215.0,"[7, 8, 6, 5]",4,36
43,test,"[0, 0, 0, 0, 0, 0, 0]",50.0,12,12857.0,"[8, 7, 3, 4, 1, 2]",6,54
43,test,"[0, 0, 0, 0]",33.0,13,10054.0,"[12, 9, 10]",3,30
43,test,"[0, 0, 0, 0, 0, 0, 0]",24.0,14,15839.0,"[12, 11, 4, 3, 7, 8]",6,55
43,test,"[0, 0, 0, 0, 0]",44.0,15,10349.0,"[12, 11, 10, 9]",4,40
43,test,"[0, 0, 0, 0]",37.0,16,10156.0,"[11, 10, 9]",3,41
43,test,"[0, 0, 0, 0]",47.0,17,9946.0,"[8, 5, 6]",3,48
43,test,"[0, 0, 0, 0]",55.0,18,12568.0,"[8, 7, 3]",3,9
43,test,"[0, 0]",51.0,19,9480.0,[12],1,49
43,test,"[0, 0, 0, 0, 0, 0, 0]",18.0,20,12884.0,"[12, 11, 4, 3, 7, 8]",6,16
43,test,"[0, 0, 0, 0, 0, 0]",35.0,21,10623.0,"[8, 7, 3, 4, 11]",5,19
43,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",28.0,22,14202.0,"[12, 11, 4, 3, 7, 8, 6, 5]",8,38
43,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",16.0,23,17644.0,"[8, 7, 3, 4, 11, 12, 9, 10, 5, 6]",10,31
43,test,"[0, 0]",47.0,24,11021.0,[12],1,8
43,test,"[0, 0, 0, 0, 0]",38.0,25,10613.0,"[12, 8, 7, 11]",4,46
43,test,"[0, 0, 0, 0, 0, 0]",33.0,26,10888.0,"[12, 8, 7, 11, 4]",5,52
43,test,"[0, 0, 0]",34.0,27,8319.0,"[12, 8]",2,10
43,test,"[0, 0]",53.0,28,9789.0,[8],1,13
43,test,"[0, 0, 0, 0, 0, 0, 0]",42.0,29,12391.0,"[8, 7, 3, 4, 11, 12]",6,56
44,training,"[2, 0, 0, 0, 2, 0, 0]",54.0,0,34150.0,"[10, 3, 7, 8, 12, 4]",6,0
44,training,"[0, 0]",47.0,1,8832.0,[11],1,18
44,training,"[0, 0, 0, 0, 2, 0]",37.0,2,14345.0,"[4, 3, 8, 11, 7]",5,46
44,training,"[0, 0, 0]",44.0,3,9863.0,"[4, 3]",2,39
44,training,"[0, 0]",51.0,4,9769.0,[12],1,49
44,training,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]",15.0,5,20937.0,"[11, 3, 4, 7, 8, 12, 6, 10, 2, 5, 1]",11,31
44,training,"[0, 0]",41.0,6,10527.0,[12],1,48
44,training,"[0, 0, 0, 0, 0, 0, 0]",16.0,7,13259.0,"[12, 11, 4, 3, 7, 8]",6,3
44,training,"[0, 0, 0, 0, 0, 0, 0, 2]",9.0,8,17228.0,"[11, 12, 8, 7, 3, 4, 6]",7,14
44,training,"[0, 0, 0, 0, 0, 0, 0]",24.0,9,11240.0,"[11, 4, 3, 7, 8, 12]",6,55
44,test,"[0, 0, 0]",50.0,10,8940.0,"[11, 12]",2,34
44,test,"[0, 0, 0, 0, 0]",48.0,11,9402.0,"[4, 3, 7, 8]",4,36
44,test,"[0, 0, 0, 0, 0, 0, 0]",18.0,12,9358.0,"[12, 11, 4, 3, 7, 8]",6,12
44,test,"[0, 0, 0]",46.0,13,9385.0,"[4, 3]",2,35
44,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",15.0,14,14545.0,"[12, 11, 4, 3, 7, 8, 10, 2, 1]",9,16
44,test,"[0, 0]",47.0,15,9254.0,[12],1,56
44,test,"[0, 0, 0, 0, 0, 0]",55.0,16,8658.0,"[12, 11, 4, 3, 7]",5,22
44,test,"[0, 0, 0]",46.0,17,9433.0,"[4, 3]",2,26
44,test,"[0, 0, 0]",40.0,18,9342.0,"[4, 3]",2,37
44,test,"[0, 0, 0]",52.0,19,9409.0,"[12, 11]",2,58
44,test,"[0, 0, 0]",50.0,20,8567.0,"[4, 3]",2,4
44,test,"[0, 0, 0]",42.0,21,9683.0,"[12, 11]",2,53
44,test,"[0, 0, 0, 0]",45.0,22,9367.0,"[11, 12, 8]",3,59
44,test,"[0, 0, 0]",46.0,23,9770.0,"[12, 11]",2,15
44,test,"[0, 0, 0, 0, 0]",50.0,24,10035.0,"[4, 3, 7, 8]",4,13
44,test,"[0, 0, 0, 0, 0, 0, 0]",32.0,25,10227.0,"[4, 3, 7, 8, 12, 11]",6,6
44,test,"[0, 0]",39.0,26,8539.0,[11],1,19
44,test,"[0, 0, 0]",44.0,27,9683.0,"[11, 12]",2,21
44,test,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",22.0,28,14445.0,"[11, 12, 8, 7, 3, 4, 10, 2]",8,38
44,test,"[0, 0, 0]",48.0,29,8360.0,"[4, 3]",2,1
45,training,[0],54.0,0,12381.0,[],0,43
45,training,[0],14.0,1,8824.0,[],0,35
45,training,[0],24.0,2,7524.0,[],0,13
45,training,[0],12.0,3,9328.0,[],0,31
45,training,[0],-24.0,4,9783.0,[],0,2
45,training,[0],52.0,5,14413.0,[],0,4
45,training,[0],42.0,6,9724.0,[],0,15
45,training,[0],54.0,7,8468.0,[],0,28
45,training,[0],20.0,8,9327.0,[],0,29
45,training,[0],-24.0,9,9017.0,[],0,30
45,test,[0],-34.0,10,9681.0,[],0,6
45,test,[0],38.0,11,7521.0,[],0,20
45,test,[0],54.0,12,8456.0,[],0,18
45,test,[0],-58.0,13,9560.0,[],0,40
45,test,[0],-60.0,14,9722.0,[],0,42
45,test,[0],14.0,15,10042.0,[],0,32
45,test,[0],36.0,16,8772.0,[],0,47
45,test,[0],-30.0,17,9625.0,[],0,46
45,test,[0],42.0,18,9372.0,[],0,54
45,test,[0],-38.0,19,8596.0,[],0,0
45,test,[0],60.0,20,8603.0,[],0,22
45,test,[0],-60.0,21,9366.0,[],0,9
45,test,[0],22.0,22,9391.0,[],0,44
45,test,[0],50.0,23,7617.0,[],0,48
45,test,[0],-52.0,24,9701.0,[],0,24
45,test,[0],42.0,25,9101.0,[],0,25
45,test,[0],32.0,26,9667.0,[],0,57
45,test,[0],30.0,27,10295.0,[],0,55
45,test,[0],-30.0,28,23249.0,[],0,49
45,test,[0],48.0,29,7733.0,[],0,7
46,training,[42],-30.0,0,64654.0,[],0,47
46,training,"[3, 3, 41]",-38.0,1,129955.0,"[1, 5]",2,31
47,training,[42],36.0,0,53906.0,[],0,51
47,training,"[0, 18]",13.0,1,30985.0,[7],1,5
47,training,"[0, 2, 24]",36.0,2,42203.0,"[3, 2]",2,52
47,training,"[0, 2, 3, 0, 0, 3, 0, 0, 3, 3, 0]",20.0,3,60289.0,"[4, 2, 3, 7, 11, 10, 12, 8, 6, 9]",10,55
47,training,"[2, 0, 0, 0, 0, 0, 0, 3, 0]",34.0,4,27923.0,"[2, 3, 4, 7, 8, 12, 11, 10]",8,46
47,training,"[0, 0, 0, 3, 0]",38.0,5,13970.0,"[8, 7, 11, 12]",4,54
47,training,"[0, 0, 0, 0]",49.0,6,10403.0,"[11, 7, 8]",3,36
47,training,"[0, 0]",51.0,7,9973.0,[3],1,41
47,training,"[0, 0, 0, 0, 0]",38.0,8,15848.0,"[8, 7, 3, 4]",4,47
47,training,"[0, 0]",43.0,9,14936.0,[12],1,17
47,test,"[0, 0, 0, 0, 0, 0, 0]",24.0,10,11749.0,"[7, 8, 12, 11, 4, 3]",6,38
47,test,"[0, 0, 0, 0]",33.0,11,8686.0,"[3, 7, 8]",3,10
47,test,"[0, 0, 0, 0, 0, 0]",33.0,12,11178.0,"[4, 11, 12, 8, 7]",5,24
47,test,"[0, 0, 0, 0, 0]",50.0,13,10939.0,"[11, 4, 3, 7]",4,28
47,test,"[0, 0, 0, 0]",49.0,14,8889.0,"[12, 8, 7]",3,50
47,test,"[0, 0, 0]",56.0,15,9187.0,"[7, 3]",2,9
47,test,"[0, 0, 0]",46.0,16,10834.0,"[4, 3]",2,35
